Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
86,36,2025-01-08,DEN,,LAC,"W, 126-103",,31:39,5,10,.500,4,8,.500,1,2,.500,.700,2,2,1.000,0,4,4,2,0,0,1,3,16,11.4,18,Julian Strawther
87,37,2025-01-10,DEN,,BRK,"W, 124-105",,31:19,4,9,.444,2,5,.400,2,4,.500,.556,2,2,1.000,0,1,1,0,0,0,1,4,12,5.0,14,Julian Strawther
88,38,2025-01-12,DEN,@,DAL,"W, 112-101",,25:30,2,9,.222,1,5,.200,1,4,.250,.278,0,0,,0,0,0,1,1,0,0,3,5,0.0,16,Julian Strawther
89,39,2025-01-14,DEN,@,DAL,"W, 118-99",,17:39,1,3,.333,1,3,.333,0,0,,.500,0,0,,0,3,3,3,0,0,1,4,3,1.7,-2,Julian Strawther
90,40,2025-01-15,DEN,,HOU,"L, 108-128",,24:44,3,9,.333,2,6,.333,1,3,.333,.444,2,2,1.000,0,1,1,3,0,0,3,2,10,3.5,-4,Julian Strawther
91,41,2025-01-17,DEN,@,MIA,"W, 133-113",,25:43,5,9,.556,4,7,.571,1,2,.500,.778,0,1,.000,0,1,1,1,0,0,0,2,14,9.5,9,Julian Strawther
92,42,2025-01-19,DEN,@,ORL,"W, 113-100",,25:55,2,8,.250,1,4,.250,1,4,.250,.313,2,2,1.000,1,2,3,1,2,0,1,4,7,3.6,-4,Julian Strawther
93,43,2025-01-21,DEN,,PHI,"W, 144-109",,26:14,8,14,.571,5,9,.556,3,5,.600,.750,2,2,1.000,0,2,2,2,0,0,0,2,23,17.6,21,Julian Strawther
94,44,2025-01-23,DEN,,SAC,"W, 132-123",,19:16,3,9,.333,2,6,.333,1,3,.333,.444,1,1,1.000,0,0,0,2,1,0,1,1,9,4.9,14,Julian Strawther
95,45,2025-01-25,DEN,@,MIN,"L, 104-133",,18:17,1,7,.143,0,3,.000,1,4,.250,.143,0,2,.000,0,1,1,1,1,0,2,3,2,-4.5,-12,Julian Strawther
96,46,2025-01-27,DEN,@,CHI,"L, 121-129",,15:08,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,1,1,2,0,1,0,0,2,0,-1.6,-15,Julian Strawther
97,47,2025-01-29,DEN,@,NYK,"L, 112-122",,19:03,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,4,4,0,0,1,0,1,5,3.1,-1,Julian Strawther
98,48,2025-01-31,DEN,@,PHI,"W, 137-134",,18:58,6,7,.857,4,5,.800,2,2,1.000,1.143,2,2,1.000,0,2,2,0,1,0,0,1,18,16.7,2,Julian Strawther
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Julian Strawther
99,49,2025-02-01,DEN,@,CHO,"W, 107-104",,23:58,2,8,.250,1,6,.167,1,2,.500,.313,0,0,,0,1,1,1,0,1,1,2,5,0.1,-11,Julian Strawther
100,50,2025-02-03,DEN,,NOP,"W, 125-113",,23:40,6,10,.600,1,5,.200,5,5,1.000,.650,2,4,.500,1,2,3,2,2,0,2,1,15,11.9,9,Julian Strawther
101,51,2025-02-05,DEN,,NOP,"W, 144-119",,24:01,4,10,.400,2,6,.333,2,4,.500,.500,0,0,,0,2,2,1,0,0,1,4,10,3.3,0,Julian Strawther
102,52,2025-02-06,DEN,,ORL,"W, 112-90",*,31:05,1,8,.125,0,4,.000,1,4,.250,.125,0,0,,1,2,3,3,1,0,2,4,2,-2.4,18,Julian Strawther
103,53,2025-02-08,DEN,@,PHO,"W, 122-105",*,38:44,6,15,.400,4,10,.400,2,5,.400,.533,2,2,1.000,1,5,6,0,1,0,2,2,18,10.3,9,Julian Strawther
104,54,2025-02-10,DEN,,POR,"W, 146-117",*,34:42,8,14,.571,2,6,.333,6,8,.750,.643,0,0,,0,4,4,3,1,0,0,4,18,14.1,15,Julian Strawther
105,55,2025-02-12,DEN,,POR,"W, 132-121",*,25:06,4,10,.400,3,7,.429,1,3,.333,.550,0,0,,0,5,5,1,0,1,3,5,11,3.5,-5,Julian Strawther
106,56,2025-02-20,DEN,,CHO,"W, 129-115",,22:04,5,10,.500,4,7,.571,1,3,.333,.700,2,2,1.000,0,4,4,2,0,0,1,2,16,11.8,15,Julian Strawther
107,57,2025-02-22,DEN,,LAL,"L, 100-123",,11:53,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,0,0,0,2,0,0,1,5,2,-2.0,-10,Julian Strawther
108,58,2025-02-24,DEN,@,IND,"W, 125-116",,14:09,1,4,.250,0,3,.000,1,1,1.000,.250,2,2,1.000,0,1,1,2,0,0,1,1,4,1.9,3,Julian Strawther
109,59,2025-02-27,DEN,@,MIL,"L, 112-121",,19:48,5,8,.625,2,4,.500,3,4,.750,.750,0,0,,0,0,0,0,0,0,2,1,12,6.0,6,Julian Strawther
110,60,2025-02-28,DEN,@,DET,"W, 134-119",,26:42,3,7,.429,0,3,.000,3,4,.750,.429,0,1,.000,0,1,1,1,1,0,2,0,6,1.9,-12,Julian Strawther
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Julian Strawther
111,61,2025-03-02,DEN,@,BOS,"L, 103-110",,14:16,1,4,.250,0,1,.000,1,3,.333,.250,2,2,1.000,0,0,0,0,0,0,1,1,4,0.2,-18,Julian Strawther
,62,2025-03-05,DEN,,SAC,"W, 116-110",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,63,2025-03-07,DEN,,PHO,"W, 149-141 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,64,2025-03-09,DEN,@,OKC,"L, 103-127",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,65,2025-03-10,DEN,@,OKC,"W, 140-127",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,66,2025-03-12,DEN,,MIN,"L, 95-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,67,2025-03-14,DEN,,LAL,"W, 131-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,68,2025-03-15,DEN,,WAS,"L, 123-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,69,2025-03-17,DEN,@,GSW,"W, 114-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
