Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
1548,60,2025-03-04,LAL,,NOP,"W, 136-115",*,33:15,10,18,.556,5,10,.500,5,8,.625,.694,9,9,1.000,1,7,8,6,1,2,4,1,34,30.4,7,LeBron James
1549,61,2025-03-06,LAL,,NYK,"W, 113-109 (OT)",*,43:53,11,23,.478,2,8,.250,9,15,.600,.522,7,8,.875,1,11,12,8,0,1,1,3,31,27.0,4,LeBron James
1550,62,2025-03-08,LAL,@,BOS,"L, 101-111",*,34:30,11,23,.478,0,6,.000,11,17,.647,.478,0,3,.000,2,12,14,9,0,0,1,3,22,18.2,-11,LeBron James
,63,2025-03-10,LAL,@,BRK,"L, 108-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,64,2025-03-13,LAL,@,MIL,"L, 106-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,65,2025-03-14,LAL,@,DEN,"L, 126-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,66,2025-03-16,LAL,,PHO,"W, 107-96",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,67,2025-03-17,LAL,,SAS,"W, 125-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,68,2025-03-19,LAL,,DEN,"W, 120-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
,69,2025-03-20,LAL,,MIL,"L, 89-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
1551,70,2025-03-22,LAL,,CHI,"L, 115-146",*,31:25,7,16,.438,1,2,.500,6,14,.429,.469,2,5,.400,0,6,6,4,3,0,5,1,17,9.6,-27,LeBron James
1552,71,2025-03-24,LAL,@,ORL,"L, 106-118",*,37:40,9,18,.500,0,3,.000,9,15,.600,.500,6,7,.857,3,3,6,7,0,0,2,0,24,20.5,-17,LeBron James
1553,72,2025-03-26,LAL,@,IND,"W, 120-119",*,37:44,4,12,.333,0,3,.000,4,9,.444,.333,5,5,1.000,3,10,13,7,1,0,1,1,13,15.8,5,LeBron James
1554,73,2025-03-27,LAL,@,CHI,"L, 117-119",*,38:45,8,20,.400,0,5,.000,8,15,.533,.400,1,2,.500,1,4,5,12,2,0,4,1,17,13.7,-10,LeBron James
1555,74,2025-03-29,LAL,@,MEM,"W, 134-127",*,37:27,10,21,.476,2,5,.400,8,16,.500,.524,3,4,.750,1,5,6,8,3,1,3,3,25,21.2,-1,LeBron James
1556,75,2025-03-31,LAL,,HOU,"W, 104-98",*,37:40,5,12,.417,2,4,.500,3,8,.375,.500,4,4,1.000,0,8,8,4,2,2,3,1,16,14.8,9,LeBron James
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,LeBron James
1557,76,2025-04-03,LAL,,GSW,"L, 116-123",*,39:51,10,15,.667,5,8,.625,5,7,.714,.833,8,9,.889,1,4,5,9,1,1,4,2,33,31.2,-1,LeBron James
1558,77,2025-04-04,LAL,,NOP,"W, 124-108",*,32:39,9,17,.529,2,7,.286,7,10,.700,.588,7,8,.875,0,0,0,8,2,0,1,1,27,24.5,7,LeBron James
1559,78,2025-04-06,LAL,@,OKC,"W, 126-99",*,34:15,9,16,.563,1,1,1.000,8,15,.533,.594,0,0,,2,1,3,7,1,0,2,0,19,17.0,7,LeBron James
1560,79,2025-04-08,LAL,@,OKC,"L, 120-136",*,35:29,8,19,.421,3,6,.500,5,13,.385,.500,9,10,.900,0,7,7,3,1,0,6,1,28,16.3,-23,LeBron James
1561,80,2025-04-09,LAL,@,DAL,"W, 112-97",*,36:17,11,20,.550,0,4,.000,11,16,.688,.550,5,6,.833,2,5,7,3,1,0,2,2,27,20.2,18,LeBron James
1562,81,2025-04-11,LAL,,HOU,"W, 140-109",*,22:07,6,11,.545,1,4,.250,5,7,.714,.591,1,1,1.000,0,4,4,8,1,0,1,1,14,15.1,5,LeBron James
,82,2025-04-13,LAL,@,POR,"L, 81-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
737,1,2024-10-22,LAL,,MIN,"W, 110-103",*,37:35,11,23,.478,1,3,.333,10,20,.500,.500,13,15,.867,3,13,16,4,1,3,1,1,36,34.0,1,Anthony Davis
