Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
555,18,2024-11-27,PHO,,BRK,"L, 117-127",*,16:48,2,2,1.000,0,0,,2,2,1.000,1.000,2,2,1.000,1,6,7,1,0,0,1,3,6,6.4,-13,Jusuf NurkiÄ
,19,2024-11-30,PHO,,GSW,"W, 113-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
,20,2024-12-03,PHO,,SAS,"W, 104-93",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,21,2024-12-05,PHO,@,NOP,"L, 124-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,22,2024-12-07,PHO,@,MIA,"L, 111-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,23,2024-12-08,PHO,@,ORL,"L, 110-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
556,24,2024-12-13,PHO,@,UTA,"W, 134-126",*,31:21,6,7,.857,0,1,.000,6,6,1.000,.857,0,0,,1,6,7,0,1,3,2,3,12,11.9,6,Jusuf NurkiÄ
557,25,2024-12-15,PHO,,POR,"W, 116-109",*,26:14,4,9,.444,0,1,.000,4,8,.500,.444,2,3,.667,5,9,14,2,1,1,5,4,10,7.6,4,Jusuf NurkiÄ
558,26,2024-12-19,PHO,,IND,"L, 111-120",*,32:05,4,7,.571,0,1,.000,4,6,.667,.571,4,5,.800,1,9,10,2,1,0,2,3,12,10.9,-15,Jusuf NurkiÄ
559,27,2024-12-21,PHO,,DET,"L, 125-133",*,25:08,4,7,.571,0,0,,4,7,.571,.571,2,2,1.000,1,6,7,6,2,0,0,4,10,13.8,-6,Jusuf NurkiÄ
560,28,2024-12-23,PHO,@,DEN,"L, 90-117",*,14:53,1,3,.333,1,1,1.000,0,2,.000,.500,1,1,1.000,2,2,4,4,1,0,2,4,4,4.5,-5,Jusuf NurkiÄ
561,29,2024-12-25,PHO,,DEN,"W, 110-100",*,29:56,3,6,.500,1,4,.250,2,2,1.000,.583,1,2,.500,3,10,13,6,0,0,1,2,8,12.1,5,Jusuf NurkiÄ
562,30,2024-12-27,PHO,,DAL,"L, 89-98",*,13:30,1,4,.250,1,1,1.000,0,3,.000,.375,0,0,,2,3,5,2,1,1,4,3,3,0.8,-10,Jusuf NurkiÄ
,31,2024-12-28,PHO,@,GSW,"L, 105-109",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,32,2024-12-31,PHO,,MEM,"L, 112-117",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
,33,2025-01-04,PHO,@,IND,"L, 108-126",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
563,34,2025-01-06,PHO,@,PHI,"W, 109-99",,14:21,1,2,.500,0,0,,1,2,.500,.500,3,4,.750,1,6,7,1,0,0,2,3,5,3.6,6,Jusuf NurkiÄ
564,35,2025-01-07,PHO,@,CHO,"L, 104-115",,18:55,3,6,.500,2,3,.667,1,3,.333,.667,0,0,,1,2,3,3,1,1,2,5,8,6.1,-22,Jusuf NurkiÄ
,36,2025-01-09,PHO,,ATL,"W, 123-115",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,37,2025-01-11,PHO,,UTA,"W, 114-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,38,2025-01-12,PHO,,CHO,"W, 120-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,39,2025-01-14,PHO,@,ATL,"L, 117-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,40,2025-01-16,PHO,@,WAS,"W, 130-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,41,2025-01-18,PHO,@,DET,"W, 125-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,42,2025-01-20,PHO,@,CLE,"L, 92-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,43,2025-01-22,PHO,@,BRK,"W, 108-84",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,44,2025-01-25,PHO,,WAS,"W, 119-109",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,45,2025-01-27,PHO,,LAC,"W, 111-109",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,46,2025-01-29,PHO,,MIN,"L, 113-121",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,47,2025-01-31,PHO,@,GSW,"W, 130-105",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
,48,2025-02-01,PHO,@,POR,"L, 108-127",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,49,2025-02-03,PHO,@,POR,"L, 119-121 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,50,2025-02-05,PHO,@,OKC,"L, 109-140",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,49,2025-02-07,CHO,,SAS,"W, 117-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,50,2025-02-09,CHO,@,DET,"L, 102-112",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,51,2025-02-10,CHO,@,BRK,"L, 89-97",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
565,52,2025-02-12,CHO,@,ORL,"L, 86-102",*,15:39,3,5,.600,0,1,.000,3,4,.750,.600,3,4,.750,1,7,8,1,1,1,1,1,9,10.1,2,Jusuf NurkiÄ
566,53,2025-02-19,CHO,@,LAL,"W, 100-97",,18:01,0,3,.000,0,3,.000,0,0,,.000,0,0,,0,8,8,7,1,2,1,1,0,6.2,8,Jusuf NurkiÄ
567,54,2025-02-20,CHO,@,DEN,"L, 115-129",*,18:42,4,11,.364,0,4,.000,4,7,.571,.364,1,1,1.000,4,6,10,7,1,1,2,3,9,10.9,4,Jusuf NurkiÄ
568,55,2025-02-22,CHO,@,POR,"L, 88-141",,16:16,5,9,.556,1,3,.333,4,6,.667,.611,0,1,.000,4,4,8,5,1,1,2,4,11,11.9,-22,Jusuf NurkiÄ
569,56,2025-02-24,CHO,@,SAC,"L, 88-130",*,26:53,4,6,.667,1,3,.333,3,3,1.000,.750,3,4,.750,1,8,9,3,3,1,4,1,12,13.5,-19,Jusuf NurkiÄ
,57,2025-02-25,CHO,@,GSW,"L, 92-128",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
,58,2025-02-27,CHO,@,DAL,"L, 96-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
,59,2025-03-01,CHO,,WAS,"L, 100-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
570,60,2025-03-03,CHO,,GSW,"L, 101-119",,14:46,1,3,.333,0,2,.000,1,1,1.000,.333,3,6,.500,1,4,5,2,0,1,1,2,5,4.3,0,Jusuf NurkiÄ
571,61,2025-03-05,CHO,,MIN,"L, 110-125",,11:55,0,4,.000,0,1,.000,0,3,.000,.000,2,2,1.000,3,2,5,0,1,0,1,0,2,1.9,-16,Jusuf NurkiÄ
572,62,2025-03-07,CHO,,CLE,"L, 117-118",*,28:16,6,11,.545,0,1,.000,6,10,.600,.545,0,2,.000,5,10,15,5,1,1,1,5,12,14.6,18,Jusuf NurkiÄ
,63,2025-03-08,CHO,,BRK,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
573,64,2025-03-10,CHO,@,MIA,"W, 105-102",,10:24,2,3,.667,0,1,.000,2,2,1.000,.667,2,2,1.000,0,2,2,0,1,0,0,2,6,5.5,-11,Jusuf NurkiÄ
574,65,2025-03-12,CHO,@,ATL,"L, 110-123",,10:54,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,4,5,0,0,0,1,1,2,1.5,-4,Jusuf NurkiÄ
575,66,2025-03-14,CHO,@,SAS,"W, 145-134",,12:50,6,7,.857,0,1,.000,6,6,1.000,.857,2,2,1.000,0,3,3,1,0,0,2,4,14,9.5,4,Jusuf NurkiÄ
576,67,2025-03-16,CHO,@,LAC,"L, 88-123",,12:01,2,6,.333,0,1,.000,2,5,.400,.333,0,0,,0,5,5,0,1,0,2,1,4,0.7,-10,Jusuf NurkiÄ
577,68,2025-03-18,CHO,,ATL,"L, 102-134",,16:33,4,7,.571,1,1,1.000,3,6,.500,.643,2,3,.667,1,1,2,0,0,1,0,1,11,8.6,-6,Jusuf NurkiÄ
578,69,2025-03-20,CHO,,NYK,"W, 115-98",,14:53,3,3,1.000,2,2,1.000,1,1,1.000,1.333,1,2,.500,0,7,7,0,0,0,1,0,9,8.8,16,Jusuf NurkiÄ
579,70,2025-03-21,CHO,@,OKC,"L, 106-141",*,23:59,2,5,.400,1,2,.500,1,3,.333,.500,1,1,1.000,1,8,9,5,1,1,0,3,6,10.4,-6,Jusuf NurkiÄ
580,71,2025-03-23,CHO,@,MIA,"L, 105-122",,15:14,2,6,.333,0,0,,2,6,.333,.333,1,2,.500,1,2,3,2,0,0,2,2,5,1.1,-9,Jusuf NurkiÄ
581,72,2025-03-25,CHO,,ORL,"L, 104-111",,19:39,2,5,.400,0,0,,2,5,.400,.400,1,2,.500,0,5,5,3,0,2,0,1,5,6.5,-7,Jusuf NurkiÄ
582,73,2025-03-28,CHO,@,TOR,"L, 97-108",,17:29,1,6,.167,1,1,1.000,0,5,.000,.250,1,2,.500,2,4,6,5,0,0,1,0,4,4.9,-3,Jusuf NurkiÄ
583,74,2025-03-30,CHO,@,NOP,"L, 94-98",*,21:59,4,10,.400,2,4,.500,2,6,.333,.500,3,4,.750,4,8,12,5,1,3,2,2,13,16.2,11,Jusuf NurkiÄ
584,75,2025-03-31,CHO,,UTA,"W, 110-106",,11:06,3,7,.429,0,1,.000,3,6,.500,.429,0,1,.000,0,2,2,1,0,0,1,0,6,2.2,-8,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
585,76,2025-04-02,CHO,@,IND,"L, 105-119",,20:26,5,6,.833,0,1,.000,5,5,1.000,.833,3,6,.500,1,4,5,1,0,0,2,3,13,9.0,-3,Jusuf NurkiÄ
586,77,2025-04-04,CHO,,SAC,"L, 102-125",*,24:03,3,10,.300,0,1,.000,3,9,.333,.300,2,2,1.000,3,5,8,3,0,1,3,4,8,4.0,-17,Jusuf NurkiÄ
587,78,2025-04-06,CHO,,CHI,"L, 117-131",,16:15,8,11,.727,2,4,.500,6,7,.857,.818,0,0,,1,2,3,0,0,1,2,1,18,13.1,-1,Jusuf NurkiÄ
,79,2025-04-08,CHO,,MEM,"L, 100-124",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
588,80,2025-04-09,CHO,@,TOR,"L, 96-126",*,25:45,12,19,.632,0,2,.000,12,17,.706,.632,2,4,.500,1,8,9,4,0,0,2,5,26,18.6,-23,Jusuf NurkiÄ
589,81,2025-04-11,CHO,@,BOS,"L, 94-130",,18:32,5,14,.357,1,3,.333,4,11,.364,.393,3,3,1.000,2,4,6,6,1,0,4,3,14,8.8,-3,Jusuf NurkiÄ
590,82,2025-04-13,CHO,@,BOS,"L, 86-93",*,28:37,6,10,.600,1,3,.333,5,7,.714,.650,1,3,.333,2,7,9,2,3,1,2,2,14,14.4,-10,Jusuf NurkiÄ
,1,2024-10-23,DET,,IND,"L, 109-115",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
55,2,2024-10-25,DET,@,CLE,"L, 101-113",,01:27,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Wendell Moore Jr.
,3,2024-10-26,DET,,BOS,"L, 118-124",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,4,2024-10-28,DET,@,MIA,"L, 98-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,5,2024-10-30,DET,@,PHI,"W, 105-95",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
56,6,2024-11-01,DET,,NYK,"L, 98-128",,05:30,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,1,0,0,1,0,2,1.7,0,Wendell Moore Jr.
57,7,2024-11-03,DET,@,BRK,"W, 106-92",,00:54,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2,Wendell Moore Jr.
,8,2024-11-04,DET,,LAL,"W, 115-103",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,9,2024-11-06,DET,@,CHO,"L, 107-108",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,10,2024-11-08,DET,,ATL,"W, 122-121",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,11,2024-11-10,DET,,HOU,"L, 99-101",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,12,2024-11-12,DET,,MIA,"W, 123-121 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
58,13,2024-11-13,DET,@,MIL,"L, 120-127 (OT)",,23:01,4,8,.500,1,2,.500,3,6,.500,.563,0,0,,2,2,4,0,1,0,1,2,9,6.2,-17,Wendell Moore Jr.
59,14,2024-11-15,DET,@,TOR,"W, 99-95",,30:15,4,6,.667,0,1,.000,4,5,.800,.667,0,1,.000,2,4,6,2,1,1,0,0,8,10.7,18,Wendell Moore Jr.
60,15,2024-11-17,DET,@,WAS,"W, 124-104",,23:44,1,2,.500,0,1,.000,1,1,1.000,.500,2,2,1.000,0,5,5,2,2,0,1,3,4,5.7,-4,Wendell Moore Jr.
,16,2024-11-18,DET,,CHI,"L, 112-122",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
61,17,2024-11-21,DET,@,CHO,"L, 121-123 (OT)",,21:04,2,2,1.000,1,1,1.000,1,1,1.000,1.250,2,2,1.000,2,5,7,4,1,1,1,1,7,12.4,1,Wendell Moore Jr.
62,18,2024-11-23,DET,@,ORL,"L, 100-111",,14:31,2,2,1.000,1,1,1.000,1,1,1.000,1.250,2,2,1.000,1,1,2,1,1,0,2,4,7,5.5,-4,Wendell Moore Jr.
,19,2024-11-25,DET,,TOR,"W, 102-100",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
63,20,2024-11-27,DET,@,MEM,"L, 111-131",,21:50,1,4,.250,0,2,.000,1,2,.500,.250,2,2,1.000,0,7,7,2,0,1,2,1,4,3.4,-9,Wendell Moore Jr.
,21,2024-11-29,DET,@,IND,"W, 130-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
64,22,2024-11-30,DET,,PHI,"L, 96-111",,15:35,4,9,.444,0,1,.000,4,8,.500,.444,3,3,1.000,2,1,3,0,0,0,0,1,11,7.6,-1,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
65,23,2024-12-03,DET,,MIL,"L, 107-128",,06:14,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,3,Wendell Moore Jr.
,24,2024-12-04,DET,@,BOS,"L, 120-130",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,25,2024-12-07,DET,@,NYK,"W, 120-111",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
66,26,2024-12-12,DET,@,BOS,"L, 99-123",,06:32,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,2,1,0,0,1,0,1.6,6,Wendell Moore Jr.
,27,2024-12-16,DET,,MIA,"W, 125-124 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,28,2024-12-19,DET,,UTA,"L, 119-126",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,29,2024-12-21,DET,@,PHO,"W, 133-125",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,30,2024-12-23,DET,@,LAL,"W, 117-114",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,31,2024-12-26,DET,@,SAC,"W, 114-113",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
67,32,2024-12-28,DET,@,DEN,"L, 121-134",,12:00,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,2,3,5,4,0,0,0,0,6,8.4,12,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
,33,2025-01-01,DET,,ORL,"W, 105-96",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
68,34,2025-01-03,DET,,CHO,"W, 98-94",*,15:08,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,3,2,0,0,1,0,1.6,7,Wendell Moore Jr.
,35,2025-01-04,DET,,MIN,"W, 119-105",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
69,36,2025-01-06,DET,,POR,"W, 118-115",,02:52,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,2,2,0,0,0,1,1,0,-1.5,10,Wendell Moore Jr.
70,37,2025-01-08,DET,@,BRK,"W, 113-98",,06:30,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,0,0,1,0,0,0,0,2,1.0,-7,Wendell Moore Jr.
71,38,2025-01-09,DET,,GSW,"L, 104-107",,03:54,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5,Wendell Moore Jr.
,39,2025-01-11,DET,,TOR,"W, 123-114",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,40,2025-01-13,DET,@,NYK,"W, 124-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,41,2025-01-16,DET,,IND,"L, 100-111",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,42,2025-01-18,DET,,PHO,"L, 121-125",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,43,2025-01-20,DET,@,HOU,"W, 107-96",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,44,2025-01-22,DET,@,ATL,"W, 114-104",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,45,2025-01-25,DET,@,ORL,"L, 113-121",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
72,46,2025-01-27,DET,@,CLE,"L, 91-110",,04:15,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,0,0,0,0,0,3,2.0,3,Wendell Moore Jr.
73,47,2025-01-29,DET,@,IND,"L, 119-133",,01:47,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,0.7,4,Wendell Moore Jr.
74,48,2025-01-31,DET,,DAL,"W, 117-102",,01:31,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
,49,2025-02-02,DET,,CHI,"W, 127-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,50,2025-02-03,DET,,ATL,"L, 130-132",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,51,2025-02-05,DET,,CLE,"L, 115-118",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,53,2025-02-19,CHO,@,LAL,"W, 100-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
75,54,2025-02-20,CHO,@,DEN,"L, 115-129",,12:55,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,1,0,1,0,0,0,1,1,0,-3.5,-16,Wendell Moore Jr.
76,55,2025-02-22,CHO,@,POR,"L, 88-141",,21:37,4,10,.400,0,0,,4,10,.400,.400,0,1,.000,2,0,2,0,0,0,0,1,8,3.2,-21,Wendell Moore Jr.
77,56,2025-02-24,CHO,@,SAC,"L, 88-130",,11:35,1,2,.500,0,1,.000,1,1,1.000,.500,2,2,1.000,0,1,1,1,1,0,0,2,4,4.2,-13,Wendell Moore Jr.
78,57,2025-02-25,CHO,@,GSW,"L, 92-128",,28:02,5,8,.625,2,4,.500,3,4,.750,.750,0,0,,5,5,10,0,0,0,3,2,12,9.6,-19,Wendell Moore Jr.
,58,2025-02-27,CHO,@,DAL,"L, 96-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
,59,2025-03-01,CHO,,WAS,"L, 100-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,60,2025-03-03,CHO,,GSW,"L, 101-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,61,2025-03-05,CHO,,MIN,"L, 110-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,62,2025-03-07,CHO,,CLE,"L, 117-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
79,63,2025-03-08,CHO,,BRK,"W, 105-102",,11:02,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,2,3,5,2,0,1,0,0,5,7.4,4,Wendell Moore Jr.
80,64,2025-03-10,CHO,@,MIA,"W, 105-102",,07:29,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,0,0,0,0,0,0,0,3,2.0,-10,Wendell Moore Jr.
81,65,2025-03-12,CHO,@,ATL,"L, 110-123",,14:13,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,2,2,2,1,0,2,1,3,2.6,-3,Wendell Moore Jr.
82,66,2025-03-14,CHO,@,SAS,"W, 145-134",,08:38,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,1,0,0,0,0,0,0.7,-2,Wendell Moore Jr.
83,67,2025-03-16,CHO,@,LAC,"L, 88-123",,21:10,4,5,.800,0,1,.000,4,4,1.000,.800,0,0,,1,5,6,2,1,0,1,3,8,8.5,-5,Wendell Moore Jr.
84,68,2025-03-18,CHO,,ATL,"L, 102-134",,21:08,4,8,.500,0,3,.000,4,5,.800,.500,3,5,.600,2,4,6,3,1,0,1,0,11,10.9,-8,Wendell Moore Jr.
85,69,2025-03-20,CHO,,NYK,"W, 115-98",,19:54,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,1,1,2,0,0,1,2,2,0.9,0,Wendell Moore Jr.
86,70,2025-03-21,CHO,@,OKC,"L, 106-141",,27:00,2,6,.333,2,3,.667,0,3,.000,.500,0,0,,1,4,5,1,1,1,2,2,6,4.1,-20,Wendell Moore Jr.
,71,2025-03-23,CHO,@,MIA,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,72,2025-03-25,CHO,,ORL,"L, 104-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,73,2025-03-28,CHO,@,TOR,"L, 97-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
87,74,2025-03-30,CHO,@,NOP,"L, 94-98",,24:05,4,8,.500,0,1,.000,4,7,.571,.500,0,0,,2,3,5,0,3,0,2,1,8,6.9,-1,Wendell Moore Jr.
,75,2025-03-31,CHO,,UTA,"W, 110-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Wendell Moore Jr.
,76,2025-04-02,CHO,@,IND,"L, 105-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,77,2025-04-04,CHO,,SAC,"L, 102-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,78,2025-04-06,CHO,,CHI,"L, 117-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
,79,2025-04-08,CHO,,MEM,"L, 100-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Wendell Moore Jr.
